year,make,model,trim,style,price,mileage,Accident Free Vehicle,Personal Use Only,History Provider,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,Free History Report,VIN,Stock,Certified Pre-Owned,Listed since,accidents,owners,usage,url
2021,Honda,CR-V,EX-L,4dr SUV,25578.0,33839.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H88MH646097,U29579,Yes,2024-02-21,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H88MH646097/?radius=25
2021,Mazda,CX-5,Touring,4dr SUV,22995.0,22964.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM0M1391868,10087,Yes,2024-04-05,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM0M1391868/?radius=25
2021,Honda,Pilot,EX-L,4dr SUV,29700.0,29426.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H59MB037950,B29047L,Yes,2024-03-30,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H59MB037950/?radius=25
2022,Honda,Pilot,EX-L,4dr SUV,31000.0,34042.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H5XNB009723,B28967SL,Yes,2024-03-08,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2022/vin/5FNYF6H5XNB009723/?radius=25
2023,Honda,Pilot,Elite,4dr SUV,47700.0,7356.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYG1H85PB012610,U39410T,Yes,2024-04-07,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/honda/pilot/2023/vin/5FNYG1H85PB012610/?radius=25
2021,Honda,CR-V,EX,4dr SUV,25653.0,22210.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H51MH613500,UC15934TN,Yes,2024-03-27,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H51MH613500/?radius=25
2021,Honda,CR-V,EX-L,4dr SUV,27000.0,24134.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H83MH625691,B29211L,Yes,2024-04-11,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H83MH625691/?radius=25
2021,Honda,CR-V,EX,4dr SUV,24936.0,30382.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H52ME001194,U2512240,Yes,2024-01-23,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H52ME001194/?radius=25
2021,Mazda,CX-5,Sport,4dr SUV,20569.0,24003.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBBM4M0350523,M0350523,No,2024-02-21,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM4M0350523/?radius=25
2021,Honda,Pilot,Black,Edition 4dr SUV,27895.0,61312.0,Yes,No,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H77MB502002,MB502002P,No,,No accidents, 1 Owner, Rental vehicle,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H77MB502002/?radius=25
2021,Honda,CR-V,EX-L,4dr SUV,25861.0,31070.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5J6RW2H87MA000891,UC15708TN,Yes,2024-02-29,No accidents, 2 Owners, Personal use only,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H87MA000891/?radius=25
2024,Honda,CR-V,EX,4dr SUV,32985.0,4540.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRS4H41RH424626,RH424626H,No,,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2024/vin/2HKRS4H41RH424626/?radius=25
2021,Honda,Pilot,EX-L,4dr SUV,30400.0,25183.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H51MB084812,B29056SL,Yes,2024-03-28,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H51MB084812/?radius=25
2021,Honda,Pilot,LX,4dr SUV,26888.0,33041.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H15MB019782,MB019782A,No,,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H15MB019782/?radius=25
2021,Honda,CR-V,Special,Edition 4dr SUV,23000.0,51314.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H74ME028009,U39344L,Yes,2024-04-02,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H74ME028009/?radius=25
2021,Toyota,RAV4,LE,4dr SUV,23890.0,20359.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3G1RFV4MC190133,UC28188,No,2024-03-27,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV4MC190133/?radius=25
2021,Mazda,CX-5,Touring,4dr SUV,22795.0,25600.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM3M0324641,PM0224,Yes,2023-11-11,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM3M0324641/?radius=25
2022,Honda,CR-V,EX,4dr SUV,26500.0,25734.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5J6RW2H54NA014772,U39427L,Yes,2024-04-12,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2022/vin/5J6RW2H54NA014772/?radius=25
2021,Toyota,RAV4,XLE,4dr SUV,23772.0,78317.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV7MW160364,MW160364W,No,,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MW160364/?radius=25
2021,Honda,CR-V,EX,4dr SUV,25434.0,28203.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H58MH615034,U2512278,Yes,2024-02-11,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H58MH615034/?radius=25
2021,Honda,Pilot,Touring,4dr SUV,21795.0,127809.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H93MB000444,OP000444,No,2024-04-05,No accidents, 2 Owners, Personal use only,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H93MB000444/?radius=25
2022,Honda,Pilot,SE,4dr SUV,30790.0,31241.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H2XNB069152,R9V71190A,No,,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/honda/pilot/2022/vin/5FNYF6H2XNB069152/?radius=25
2021,Honda,CR-V,EX-L,4dr SUV,28000.0,20582.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H84ME027967,N027967P,No,,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H84ME027967/?radius=25
2021,Honda,CR-V,EX-L,4dr SUV,26566.0,28982.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H8XMH613960,U2512244,Yes,2024-01-24,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H8XMH613960/?radius=25
2022,Toyota,RAV4,LE,4dr SUV,22428.0,68470.0,Yes,No,AutoCheck,Clean Title,No,No,No,No,No,2T3H1RFV9NC180624,NC180624A,No,,No accidents, 1 Owner, Corporate fleet vehicle,https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV9NC180624/?radius=25
2021,Honda,Pilot,Elite,4dr SUV,30700.0,43663.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H09MB021199,U39320L,No,2024-04-06,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H09MB021199/?radius=25
2021,Honda,CR-V,EX-L,4dr SUV,26878.0,24899.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H89MH642124,UC16032TN,Yes,2024-04-06,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H89MH642124/?radius=25
2021,Honda,CR-V,LX,4dr SUV,20808.0,37250.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H24MH636940,U29806,No,2024-03-29,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H24MH636940/?radius=25
2021,Honda,CR-V,EX,4dr SUV,24800.0,21080.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H53MH676520,W36042R,Yes,2024-04-06,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H53MH676520/?radius=25
2021,Honda,CR-V,EX,4dr SUV,23847.0,48097.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H56MH613301,U2512180,Yes,2023-12-30,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H56MH613301/?radius=25
2021,Mazda,CX-5,Carbon,Edition Turbo 4dr SUV,25995.0,19226.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCY6M0470129,470129,No,2023-12-06,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCY6M0470129/?radius=25
2021,Honda,Pilot,EX-L,4dr SUV,30414.0,24445.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H53MB043260,UC15828TN,Yes,2024-03-15,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H53MB043260/?radius=25
2021,Mazda,CX-5,Grand,Touring 4dr SUV,22990.0,32538.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFADM3M1365502,M365502A,No,,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFADM3M1365502/?radius=25
2022,Toyota,RAV4,XLE,4dr SUV,22995.0,61316.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3W1RFV5NW202253,PNW202253,No,,1 Accident, 1 Owner, Personal use only,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV5NW202253/?radius=25
2021,Honda,CR-V,EX,4dr SUV,24296.0,31267.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW1H58MH418472,MH418472P,No,,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW1H58MH418472/?radius=25
2022,Mazda,CX-5,2.5,S Preferred 4dr SUV,25325.0,18268.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM4N1520342,10099,Yes,2024-04-14,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM4N1520342/?radius=25
2021,Honda,CR-V,EX,4dr SUV,25293.0,30253.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H55MH633202,UC15847TN,Yes,2024-03-15,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H55MH633202/?radius=25
2021,Honda,Pilot,Touring,4dr SUV w/Rear Captain's Chairs,33945.0,13646.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H61MB001467,R50244,No,2024-04-11,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H61MB001467/?radius=25
2021,Toyota,RAV4,XLE,4dr SUV,21198.0,87061.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3W1RFV9MW156764,7VK5NS,No,2024-03-12,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV9MW156764/?radius=25
2021,Mazda,CX-5,Sport,4dr SUV,17991.0,36760.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBBM8M0315628,C17115,No,2024-01-01,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM8M0315628/?radius=25
2021,Honda,CR-V,EX-L,4dr SUV,25650.0,38314.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5J6RW2H84MA000198,UC15970TN,Yes,2024-04-02,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H84MA000198/?radius=25
2021,Mazda,CX-5,Grand,Touring 4dr SUV,18150.0,80331.0,No,No,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM2M0330039,48843,No,2024-02-21,1 Accident, 1 Owner, Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM2M0330039/?radius=25
2022,Mazda,CX-5,2.5,S Select 4dr SUV,20490.0,51000.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBBM6N1530243,M530243A,No,,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBBM6N1530243/?radius=25
2023,Honda,CR-V,EX,4dr SUV w/Blind Spot Information (BSI),26718.0,29905.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRS3H40PH302038,PH302038A,No,,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/honda/cr-v/2023/vin/2HKRS3H40PH302038/?radius=25
2021,Mazda,CX-5,Touring,4dr SUV,21999.0,16550.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM9M0332324,U22353,No,2024-03-31,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM9M0332324/?radius=25
2021,Mazda,CX-5,Touring,4dr SUV,19998.0,68100.0,Yes,No,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM2M0340913,8DRP3N,No,2024-01-16,No accidents, 2 Owners, Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBCM2M0340913/?radius=25
2021,Mazda,CX-5,Grand,Touring 4dr SUV,19590.0,59106.0,No,No,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM7M0356880,U2723R,No,2024-02-28,1 Accident, 1 Owner, Rental vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM7M0356880/?radius=25
2021,Honda,Pilot,EX-L,4dr SUV,26980.0,60854.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H53MB048118,UC15254TN,Yes,2023-12-28,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H53MB048118/?radius=25
2023,Honda,CR-V,EX,4dr SUV,28499.0,24222.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARS4H44PE023443,8F1YMR,No,2024-01-29,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/honda/cr-v/2023/vin/7FARS4H44PE023443/?radius=25
2021,Honda,CR-V,Touring,4dr SUV,25732.0,27270.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H98MH637439,MH637439,No,2024-03-10,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H98MH637439/?radius=25
2021,Mazda,CX-5,Grand,Touring 4dr SUV,21999.0,26324.0,No,No,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM7M0318551,|318551,No,2024-02-15,1 Accident, 1 Owner, Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM7M0318551/?radius=25
2021,Honda,CR-V,EX,4dr SUV,24730.0,39029.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H53MH617371,UC15801TN,Yes,2024-03-12,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H53MH617371/?radius=25
2022,Toyota,RAV4,XLE,4dr SUV,24905.0,63015.0,Yes,No,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV3NC301806,NC301806P,No,,No accidents, 1 Owner, Rental vehicle,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV3NC301806/?radius=25
2022,Mazda,CX-5,2.5,S Preferred 4dr SUV,26400.0,4828.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBCM5N1592943,M24260UP,Yes,2024-04-05,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBCM5N1592943/?radius=25
2021,Honda,CR-V,EX-L,4dr SUV,25499.0,44675.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H82MH651585,KHP5106,Yes,2024-04-02,No accidents, 2 Owners, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H82MH651585/?radius=25
2021,Honda,Pilot,EX-L,4dr SUV,28994.0,39471.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H5XMB049492,UC15555TN,Yes,2024-02-02,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H5XMB049492/?radius=25
2021,Toyota,RAV4,XLE,Premium 4dr SUV,27977.0,49197.0,Yes,No,AutoCheck,Clean Title,No,No,No,No,No,2T3A1RFV8MW143871,89924A,No,,No accidents, 1 Owner, Corporate fleet vehicle,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV8MW143871/?radius=25
2021,Honda,Pilot,SE,4dr SUV,28500.0,40967.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H23MB039764,MB039764,No,2024-03-13,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H23MB039764/?radius=25
2021,Honda,Pilot,EX-L,4dr SUV,28000.0,39781.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H54MB062531,B29028L,Yes,2024-03-22,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H54MB062531/?radius=25
2022,Honda,CR-V,Touring,4dr SUV,28796.0,47418.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H97NE028119,NE028119A,No,,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2022/vin/7FARW2H97NE028119/?radius=25
2021,Honda,Pilot,SE,4dr SUV,29555.0,37870.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H23MB081836,U29920,Yes,2024-04-15,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H23MB081836/?radius=25
2021,Honda,CR-V,EX,4dr SUV,24511.0,28116.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,7FARW2H52ME031926,UC15451TN,Yes,2024-01-23,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H52ME031926/?radius=25
2021,Honda,Pilot,SE,4dr SUV,27228.0,57923.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H28MB017839,U29713,No,2024-03-18,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H28MB017839/?radius=25
2022,Honda,Pilot,SE,4dr SUV,31450.0,27290.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H23NB027034,027034,No,2024-02-08,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2022/vin/5FNYF6H23NB027034/?radius=25
2021,Honda,CR-V,EX-L,4dr SUV,26668.0,24994.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H82MH619543,U29904,Yes,2024-04-17,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H82MH619543/?radius=25
2023,Mazda,CX-5,2.5,S Premium 4dr SUV,25844.0,39767.0,Yes,No,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM4P0197076,197076CC,No,,No accidents, 1 Owner, Rental vehicle,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM4P0197076/?radius=25
2021,Toyota,RAV4,XLE,Premium 4dr SUV,26500.0,35678.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,JTMA1RFV7MD078816,EUMD078816,No,2024-02-01,2 Accidents, 1 Owner, Personal use,https://www.edmunds.com/toyota/rav4/2021/vin/JTMA1RFV7MD078816/?radius=25
2021,Honda,Pilot,EX,4dr SUV,18999.0,55601.0,No,No,AutoCheck,Title issue reported,No,Yes,No,No,No,5FNYF5H37MB016197,|016197,No,2023-10-06,Frame damage reported, 2 Owners, Corporate fleet vehicle,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF5H37MB016197/?radius=25
2022,Mazda,CX-5,2.5,S 4dr SUV,19195.0,48866.0,No,No,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBAM6N1593439,44341,No,2024-01-02,1 Accident, 1 Owner, Corporate fleet vehicle,https://www.edmunds.com/mazda/cx-5/2022/vin/JM3KFBAM6N1593439/?radius=25
2021,Toyota,RAV4,LE,4dr SUV,25995.0,26309.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3G1RFVXMW193052,38121T,Yes,2024-04-09,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMW193052/?radius=25
2021,Toyota,RAV4,LE,4dr SUV,23999.0,31086.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV8MC148480,29153T,No,2024-01-07,No accidents, 1 Owner, Personal use,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC148480/?radius=25
2021,Mazda,CX-5,Signature,4dr SUV,25995.0,28915.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBEY6M0469981,M0469981,No,2024-03-04,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBEY6M0469981/?radius=25
2021,Honda,Pilot,EX-L,4dr SUV,28032.0,55279.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H56MB051143,MB051143A,No,,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H56MB051143/?radius=25
2021,Mazda,CX-5,Grand,Touring 4dr SUV,25995.0,13701.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM1M1435052,10077,Yes,2024-04-03,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBDM1M1435052/?radius=25
2024,Toyota,RAV4,LE,4dr SUV,30995.0,5897.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV3RC396479,38045D,Yes,2024-03-26,No accidents, 1 Owner, Personal use,https://www.edmunds.com/toyota/rav4/2024/vin/2T3F1RFV3RC396479/?radius=25
2023,Mazda,CX-5,2.5,S Select 4dr SUV,25828.0,3609.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBBM3P0246450,MU10025L,Yes,2024-01-19,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBBM3P0246450/?radius=25
2021,Honda,Pilot,EX-L,4dr SUV,29248.0,34507.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,5FNYF6H53MB065825,U29903,Yes,2024-04-17,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H53MB065825/?radius=25
2021,Toyota,RAV4,XLE,Premium 4dr SUV,27590.0,39794.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3A1RFVXMW166228,UC28221,No,2024-04-09,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFVXMW166228/?radius=25
2021,Honda,CR-V,EX,4dr SUV,23154.0,53270.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H54MH674663,RM756688SA,Yes,2024-02-29,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H54MH674663/?radius=25
2023,Mazda,CX-5,2.5,S Premium 4dr SUV,29492.0,6235.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBDM9P0183786,MZU5443,Yes,2023-02-25,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBDM9P0183786/?radius=25
2023,Mazda,CX-5,2.5,S Premium Plus 4dr SUV,30885.0,5393.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBEMXP0200514,MZU5442,Yes,2023-03-19,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/mazda/cx-5/2023/vin/JM3KFBEMXP0200514/?radius=25
2021,Mazda,CX-5,Grand,Touring Reserve 4dr SUV,24999.0,50855.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBAY5M0432877,8D249W,No,2024-02-21,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBAY5M0432877/?radius=25
2021,Toyota,RAV4,XLE,4dr SUV,23498.0,65420.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3W1RFV0MW156166,7VK5NL,No,2024-02-23,No accidents, 1 Owner, Personal use only,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV0MW156166/?radius=25
2021,Honda,CR-V,EX,4dr SUV,20995.0,58290.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H50MH608255,MH608255U,No,,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H50MH608255/?radius=25
2021,Toyota,RAV4,LE,4dr SUV,23000.0,43022.0,No,Yes,AutoCheck,Clean Title,No,No,No,No,No,2T3F1RFV9MC144034,MC144034P,No,,1 Accident, 1 Owner, Personal use,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV9MC144034/?radius=25
2021,Toyota,RAV4,XLE,4dr SUV,23999.0,61670.0,Yes,No,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFV2MW211916,8C4MNR,No,2024-02-22,No accidents, 2 Owners, Rental vehicle,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV2MW211916/?radius=25
2021,Mazda,CX-5,Sport,4dr SUV,22495.0,17393.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,JM3KFBBM1M0374567,9997,Yes,2024-02-19,No accidents, 1 Owner, Personal use,https://www.edmunds.com/mazda/cx-5/2021/vin/JM3KFBBM1M0374567/?radius=25
2021,Toyota,RAV4,XLE,4dr SUV,23999.0,71576.0,Yes,No,AutoCheck,Clean Title,No,No,No,No,No,2T3P1RFVXMW202638,7V6DGD,No,2024-02-23,No accidents, 1 Owner, Rental vehicle,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFVXMW202638/?radius=25
2021,Honda,CR-V,EX,4dr SUV,24732.0,38346.0,Yes,Yes,AutoCheck,Clean Title,No,No,No,No,No,2HKRW2H51MH609012,NOCERT27067S,No,2024-02-23,No accidents, 1 Owner, Personal use,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H51MH609012/?radius=25
